xmn,xmx,ymn,ymx,conf,filename,confmat,tru_box,pred_class,tru_class
4607,4635,4631,4658,0.356103659,Z112_Img04337.jpg,FP,,1,0
3776,3802,32,56,0.432314843,Z112_Img04337.jpg,FP,,1,0
4972,5046,3475,3545,0.328629777,Z112_Img04337.jpg,FP,,1,0
4624,4751,2199,2325,0.314720422,Z112_Img04337.jpg,FP,,1,0
5756,5790,188,216,0.420301318,Z112_Img04337.jpg,FP,,1,0
4830,4864,3990,4013,0.201075777,Z112_Img04337.jpg,FP,,1,0
4766,4797,4047,4079,0.453484118,Z112_Img04337.jpg,FP,,1,0
4657,4717,2226,2297,0.361487895,Z112_Img04337.jpg,FP,,1,0
126,161,1443,1468,0.201982275,Z112_Img04337.jpg,FP,,1,0
4572,4605,3626,3651,0.245817766,Z112_Img04337.jpg,FP,,1,0
4800,4828,4537,4561,0.215526357,Z112_Img04337.jpg,FP,,1,0
5040,5166,0,110,0.220459253,Z112_Img04337.jpg,FP,,1,0
4668,4701,4663,4693,0.22401306,Z112_Img04337.jpg,FP,,1,0
5212,5246,3559,3584,0.225410342,Z112_Img04337.jpg,FP,,1,0
4897,4924,3769,3810,0.233253926,Z112_Img04337.jpg,FP,,1,0
5279,5308,3527,3555,0.250441283,Z112_Img04337.jpg,FP,,1,0
4159,4187,572,608,0.259962022,Z112_Img04337.jpg,FP,,1,0
6814,6844,3919,3955,0.261437893,Z112_Img04337.jpg,FP,,1,0
5115,5154,3526,3558,0.266639054,Z112_Img04337.jpg,FP,,1,0
4797,4830,4048,4083,0.272340417,Z112_Img04337.jpg,FP,,1,0
1857,1880,3330,3358,0.285276711,Z112_Img04337.jpg,FP,,1,0
4944,5071,3448,3574,0.295749217,Z112_Img04337.jpg,FP,,1,0
3807,3833,92,129,0.460288465,Z112_Img04337.jpg,FP,,1,0
4828,4858,4046,4080,0.311516434,Z112_Img04337.jpg,FP,,1,0
5142,5185,3556,3592,0.203276739,Z112_Img04337.jpg,FP,,1,0
4759,4797,3914,3952,0.472122431,Z112_Img04337.jpg,FP,,1,0
5023,5050,4597,4626,0.321899742,Z112_Img04337.jpg,FP,,1,0
3534,3600,353,385,0.208381101,Z112_Img04337.jpg,FP,,1,0
5148,5180,3393,3424,0.482506722,Z112_Img04337.jpg,FP,,1,0
5140,5187,3581,3621,0.486434072,Z112_Img04337.jpg,FP,,1,0
1017,1051,149,194,0.354269594,Z112_Img04337.jpg,FP,,1,0
5276,5309,3592,3621,0.397175252,Z112_Img04337.jpg,FP,,1,0
6936,6978,4082,4114,0.477696866,Z112_Img04337.jpg,FP,,1,0
4665,4704,4691,4724,0.489605099,Z112_Img04337.jpg,FP,,1,0
5100,5171,3542,3605,0.260158315,Z112_Img04337.jpg,FP,,1,0
300,370,3446,3508,0.237752944,Z112_Img04337.jpg,FP,,1,0
4181,4226,4697,4723,0.493047923,Z112_Img04337.jpg,TP,xmin: 4184; xmax:4231; ymin: 4701; ymax: 4721,1,4
4152,4196,4728,4750,0.490258306,Z112_Img04337.jpg,TP,xmin: 4155; xmax:4209; ymin: 4718; ymax: 4740,1,4
4348,4383,3722,3744,0.425022602,Z112_Img04337.jpg,TP,xmin: 4350; xmax:4396; ymin: 3713; ymax: 3748,1,4
4127,4156,3490,3524,0.401017517,Z112_Img04337.jpg,TP,xmin: 4131; xmax:4164; ymin: 3484; ymax: 3522,1,6
5143,5185,3523,3557,0.420119405,Z112_Img04337.jpg,FP,,1,0
5068,5138,16,79,0.304074556,Z112_Img04337.jpg,FP,,1,0
4193,4222,453,480,0.242334664,Z112_Img04338.jpg,FP,,1,0
3799,3839,3393,3418,0.226797178,Z112_Img04338.jpg,FP,,1,0
3613,3639,47,77,0.441240609,Z112_Img04338.jpg,FP,,1,0
3841,3864,867,903,0.220192879,Z112_Img04338.jpg,FP,,1,0
4899,4919,4693,4724,0.246631384,Z112_Img04338.jpg,FP,,1,0
5603,5623,4342,4366,0.22461237,Z112_Img04338.jpg,FP,,1,0
3797,3840,3377,3402,0.261684,Z112_Img04338.jpg,FP,,1,0
157,194,2343,2369,0.307718068,Z112_Img04338.jpg,FP,,1,0
28,64,929,970,0.316423088,Z112_Img04338.jpg,FP,,1,0
4814,4849,4819,4853,0.385567039,Z112_Img04338.jpg,FP,,1,0
4796,4829,4692,4732,0.414757341,Z112_Img04338.jpg,FP,,1,0
5262,5297,4503,4528,0.248220101,Z112_Img04338.jpg,FP,,1,0
4732,4769,4750,4792,0.352290362,Z112_Img04338.jpg,FP,,1,0
4569,4602,4535,4563,0.339606881,Z112_Img04338.jpg,FP,,1,0
3566,3632,1159,1190,0.203693673,Z112_Img04338.jpg,FP,,1,0
0,113,308,434,0.452112734,Z112_Img04338.jpg,FP,,1,0
4732,4766,4820,4856,0.460837722,Z112_Img04338.jpg,FP,,1,0
5139,5183,4492,4528,0.437995166,Z112_Img04338.jpg,FP,,1,0
333,401,4274,4307,0.248486847,Z112_Img04338.jpg,FP,,1,0
5117,5150,4436,4468,0.469284207,Z112_Img04338.jpg,FP,,1,0
5111,5152,4469,4505,0.348114461,Z112_Img04338.jpg,FP,,1,0
5147,5180,4304,4337,0.485165238,Z112_Img04338.jpg,FP,,1,0
5111,5158,4491,4532,0.485983521,Z112_Img04338.jpg,FP,,1,0
9,86,333,406,0.534240142,Z112_Img04338.jpg,FP,,1,0
4350,4379,4632,4658,0.319263726,Z112_Img04338.jpg,TP,xmin: 4339; xmax:4385; ymin: 4612; ymax: 4657,1,4
4128,4154,4404,4436,0.468079746,Z112_Img04338.jpg,TP,xmin: 4129; xmax:4161; ymin: 4394; ymax: 4430,1,4
5146,5180,4433,4466,0.332310259,Z112_Img04338.jpg,FP,,1,0
5050,5089,152,199,0.465222895,Z112_Img04338.jpg,FP,,1,0
4701,4735,635,683,0.319975287,Z112_Img04338.jpg,FP,,1,0
2749,2781,4633,4657,0.247354195,Z112_Img04367.jpg,FP,,1,0
369,494,1016,1141,0.260083109,Z112_Img04367.jpg,FP,,1,0
402,460,1043,1112,0.281930268,Z112_Img04367.jpg,FP,,1,0
4603,4636,2243,2270,0.475939572,Z112_Img04367.jpg,FP,,1,0
2333,2365,2177,2213,0.222571656,Z112_Img04367.jpg,FP,,1,0
4250,4287,2917,2943,0.231646523,Z112_Img04367.jpg,FP,,1,0
7135,7161,327,345,0.475111455,Z112_Img04402.jpg,FP,,1,0
3710,3738,1760,1791,0.300733,Z112_Img04402.jpg,FP,,1,0
3327,3355,1440,1473,0.45577836,Z112_Img04402.jpg,FP,,1,0
3952,3980,3401,3459,1,Z112_Img04612.jpg,FN,,0,4
3423,3483,1408,1478,1,Z112_Img04612.jpg,FN,,0,6
3422,3451,1437,1467,0.321761608,Z112_Img04612.jpg,FP,,1,0
1484,1554,3059,3122,0.259000659,Z112_Img04612.jpg,FP,,1,0
3801,3859,2517,2576,1,Z112_Img04612.jpg,FN,,0,6
2589,2618,3693,3736,0.48144567,Z112_Img04612.jpg,FP,,1,0
4130,4151,3496,3523,0.395260304,Z112_Img04612.jpg,FP,,1,0
1023,1042,3207,3230,0.239122435,Z112_Img04614.jpg,FP,,1,0
2846,2866,754,787,0.308622688,Z112_Img04614.jpg,FP,,1,0
4246,4265,3300,3322,0.223055243,Z112_Img04614.jpg,FP,,1,0
2362,2398,420,448,0.487375528,Z112_Img04614.jpg,TP,xmin: 2363; xmax:2396; ymin: 411; ymax: 434,1,6
254,283,2853,2882,0.422468781,Z112_Img04614.jpg,FP,,1,0
638,662,2585,2620,0.440136224,Z112_Img04614.jpg,FP,,1,0
2818,2838,832,866,0.478084415,Z112_Img04614.jpg,TP,xmin: 2824; xmax:2845; ymin: 822; ymax: 857,1,4
2837,2858,740,772,0.432620376,Z112_Img04614.jpg,TP,xmin: 2838; xmax:2858; ymin: 739; ymax: 773,1,4
3713,3735,3072,3101,0.385201275,Z112_Img04614.jpg,FP,,1,0
91,126,4346,4365,0.242469028,Z112_Img04615.jpg,FP,,1,0
2516,2551,1375,1400,1,Z112_Img04615.jpg,FN,,0,4
412,439,4146,4170,0.266337126,Z112_Img04615.jpg,FP,,1,0
931,949,3988,4012,0.369616508,Z112_Img04615.jpg,FP,,1,0
4130,4150,4177,4200,0.358311355,Z112_Img04615.jpg,FP,,1,0
2207,2234,259,283,0.392021358,Z112_Img04615.jpg,FP,,1,0
2363,2397,1283,1308,0.485315353,Z112_Img04615.jpg,TP,xmin: 2358; xmax:2395; ymin: 1273; ymax: 1300,1,4
2815,2840,1609,1642,0.452803373,Z112_Img04615.jpg,TP,xmin: 2822; xmax:2842; ymin: 1612; ymax: 1644,1,4
2805,2826,1700,1727,0.419590265,Z112_Img04615.jpg,TP,xmin: 2805; xmax:2826; ymin: 1691; ymax: 1724,1,4
3600,3631,3924,3950,0.487210214,Z112_Img04615.jpg,FP,,1,0
187,212,3623,3649,0.200501785,Z112_Img04615.jpg,FP,,1,0
1808,1833,584,603,0.394703448,Z112_Img04615.jpg,FP,,1,0
1406,1434,3830,3851,0.349604756,Z112_Img04615.jpg,FP,,1,0
7218,7232,1646,1660,1,Z112_Img04616.jpg,FN,,0,6
4691,4710,1283,1298,1,Z112_Img04616.jpg,FN,,0,6
2589,2620,967,994,0.41497457,Z112_Img04616.jpg,FP,,1,0
3644,3675,4852,4881,0.460981071,Z112_Img04616.jpg,FP,,1,0
2847,2872,2583,2620,0.471367776,Z112_Img04616.jpg,FP,,1,0
2848,2869,2656,2687,0.476491809,Z112_Img04616.jpg,TP,xmin: 2848; xmax:2865; ymin: 2657; ymax: 2687,1,6
2396,2430,2249,2275,0.318518132,Z112_Img04616.jpg,TP,xmin: 2402; xmax:2433; ymin: 2257; ymax: 2275,1,6
2862,2881,2578,2611,1,Z112_Img04616.jpg,FN,,0,6
222,256,4562,4593,0.341029316,Z112_Img04616.jpg,FP,,1,0
2527,2554,1002,1026,0.443412721,Z112_Img04616.jpg,FP,,1,0
264,289,3501,3521,1,Z112_Img04616.jpg,FN,,0,6
2708,2735,3165,3183,1,Z112_Img04617.jpg,FN,,0,6
2996,3019,3460,3489,0.451232105,Z112_Img04617.jpg,TP,xmin: 2993; xmax:3010; ymin: 3458; ymax: 3489,1,6
3006,3031,3396,3430,0.478376418,Z112_Img04617.jpg,TP,xmin: 3008; xmax:3025; ymin: 3382; ymax: 3412,1,6
2627,2646,3093,3114,1,Z112_Img04617.jpg,FN,,0,6
2550,2581,3070,3089,1,Z112_Img04617.jpg,FN,,0,6
1985,2009,2437,2460,0.234692782,Z112_Img04617.jpg,FP,,1,0
2656,2681,1862,1886,0.338779211,Z112_Img04617.jpg,FP,,1,0
2556,2588,3079,3103,0.467884928,Z112_Img04617.jpg,FP,,1,0
293,352,3445,3509,0.221226463,Z112_Img04618.jpg,FP,,1,0
2909,2930,4379,4413,1,Z112_Img04618.jpg,FN,,0,1
241,367,3416,3542,0.215776443,Z112_Img04618.jpg,FP,,1,0
2751,2775,584,606,0.236240521,Z112_Img04618.jpg,FP,,1,0
2628,2646,2918,2939,0.288208127,Z112_Img04618.jpg,FP,,1,0
2459,2494,4016,4044,0.482985437,Z112_Img04618.jpg,TP,xmin: 2457; xmax:2503; ymin: 3998; ymax: 4045,1,6
2914,2933,4398,4425,0.258214951,Z112_Img04618.jpg,TP,xmin: 2909; xmax:2928; ymin: 4381; ymax: 4414,1,4
2913,2935,4311,4344,0.394706339,Z112_Img04618.jpg,TP,xmin: 2925; xmax:2944; ymin: 4311; ymax: 4343,1,4
79,112,3073,3109,0.488543481,Z112_Img04665.jpg,FP,,1,0
610,630,4114,4147,0.481344283,Z112_Img04665.jpg,FP,,1,0
478,499,3859,3884,0.207622945,Z112_Img04665.jpg,FP,,1,0
1473,1497,904,930,0.335394114,Z112_Img04665.jpg,FP,,1,0
1275,1306,1777,1809,0.268102914,Z112_Img04665.jpg,FP,,1,0
1150,1182,412,444,0.266021222,Z112_Img04665.jpg,FP,,1,0
801,824,1922,1958,0.449405581,Z112_Img04816.jpg,FP,,1,0
670,698,1216,1250,0.475737005,Z112_Img04816.jpg,FP,,1,0
320,345,2622,2652,0.477858871,Z112_Img04816.jpg,FP,,1,0
1024,1050,2115,2147,0.487861335,Z112_Img04816.jpg,FP,,1,0
506,548,4659,4692,0.40359208,Z112_Img04816.jpg,FP,,1,0
894,923,1401,1431,0.395853311,Z112_Img04816.jpg,FP,,1,0
448,467,195,222,0.368792474,Z112_Img04816.jpg,FP,,1,0
349,378,29,58,0.216338202,Z112_Img04831.jpg,FP,,1,0
4730,4764,4524,4563,0.225450903,Z112_Img04831.jpg,FP,,1,0
4771,4795,4415,4454,0.286411852,Z112_Img04831.jpg,FP,,1,0
2721,2743,4692,4728,0.385125369,Z112_Img04831.jpg,FP,,1,0
194,214,838,862,0.226049617,Z112_Img04831.jpg,FP,,1,0
4700,4734,4266,4312,0.482025504,Z112_Img04831.jpg,FP,,1,0
4674,4694,3718,3749,0.423010945,Z112_Img04831.jpg,FP,,1,0
4122,4157,195,216,0.483929217,Z112_Img04859.jpg,TP,xmin: 4120; xmax:4155; ymin: 201; ymax: 220,1,6
384,407,3422,3455,0.424033403,Z112_Img04859.jpg,FP,,1,0
6774,6843,4500,4533,0.23063226,Z112_Img04859.jpg,FP,,1,0
963,981,360,379,0.300683111,Z112_Img04860.jpg,FP,,1,0
4060,4091,1028,1047,0.384819388,Z112_Img04860.jpg,FP,,1,0
1233,1262,2113,2148,0.438536018,Z112_Img04860.jpg,FP,,1,0
5150,5178,32,57,0.482370168,Z112_Img04860.jpg,FP,,1,0
3802,3827,676,701,0.372075438,Z112_Img04860.jpg,TP,xmin: 3792; xmax:3818; ymin: 672; ymax: 698,1,6
1213,1244,388,415,0.488424122,Z112_Img04861.jpg,TP,xmin: 1212; xmax:1247; ymin: 379; ymax: 407,1,6
1275,1311,389,415,0.359087557,Z112_Img04861.jpg,TP,xmin: 1270; xmax:1305; ymin: 396; ymax: 418,1,6
4104,4135,1607,1621,1,Z112_Img04861.jpg,FN,,0,6
5213,5245,648,671,0.471269697,Z112_Img04861.jpg,TP,xmin: 5218; xmax:5251; ymin: 641; ymax: 664,1,6
3836,3866,1256,1283,1,Z112_Img04861.jpg,FN,,0,4
4092,4129,1605,1625,0.462888509,Z112_Img04861.jpg,TP,xmin: 4100; xmax:4137; ymin: 1591; ymax: 1629,1,6
1270,1305,398,419,1,Z112_Img04861.jpg,FN,,0,5
1213,1246,379,406,1,Z112_Img04861.jpg,FN,,0,5
5184,5218,1251,1284,1,Z112_Img04861.jpg,FN,,0,6
3837,3867,1245,1275,0.471320212,Z112_Img04861.jpg,TP,xmin: 3840; xmax:3866; ymin: 1258; ymax: 1283,1,6
239,268,4559,4597,0.462612092,Z112_Img04861.jpg,FP,,1,0
5508,5534,1207,1239,1,Z112_Img04861.jpg,FN,,0,6
819,844,1311,1342,0.38388595,Z112_Img04862.jpg,FP,,1,0
1088,1112,3555,3588,0.482916325,Z112_Img04862.jpg,FP,,1,0
3615,3641,2086,2112,0.487034827,Z112_Img04862.jpg,TP,xmin: 3613; xmax:3646; ymin: 2082; ymax: 2110,1,6
1020,1053,1282,1309,0.465072632,Z112_Img04862.jpg,TP,xmin: 1025; xmax:1062; ymin: 1293; ymax: 1315,1,5
957,990,1278,1308,0.477477968,Z112_Img04862.jpg,TP,xmin: 967; xmax:1000; ymin: 1276; ymax: 1303,1,5
5150,5179,3274,3295,0.270986497,Z112_Img04863.jpg,TP,xmin: 5147; xmax:5180; ymin: 3281; ymax: 3302,1,2
3794,3821,3924,3950,0.237062946,Z112_Img04863.jpg,TP,xmin: 3793; xmax:3825; ymin: 3913; ymax: 3943,1,6
4060,4092,4246,4267,0.418696344,Z112_Img04863.jpg,TP,xmin: 4065; xmax:4097; ymin: 4251; ymax: 4267,1,6
1242,1277,3136,3159,0.453970581,Z112_Img04863.jpg,TP,xmin: 1250; xmax:1287; ymin: 3127; ymax: 3148,1,5
799,826,1445,1468,0.490418017,Z112_Img04863.jpg,TP,xmin: 796; xmax:827; ymin: 1440; ymax: 1465,1,5
1182,1216,3110,3136,0.38585043,Z112_Img04863.jpg,TP,xmin: 1193; xmax:1227; ymin: 3113; ymax: 3136,1,5
3534,3610,656,727,0.356820911,Z112_Img05086.jpg,FP,,1,0
3504,3631,630,756,0.328468472,Z112_Img05086.jpg,FP,,1,0
6940,6972,3175,3193,0.448855966,Z112_Img05086.jpg,FP,,1,0
97,120,4564,4613,0.440930933,Z112_Img05086.jpg,FP,,1,0
2246,2281,1089,1124,0.441217631,Z112_Img05086.jpg,FP,,1,0
3025,3099,3901,3973,0.489383146,Z112_Img05131.jpg,FP,,1,0
3106,3126,37,58,0.229039595,Z112_Img05131.jpg,FP,,1,0
953,992,3026,3078,0.489757746,Z112_Img05131.jpg,FP,,1,0
2078,2109,4890,4912,0.487791091,Z112_Img05131.jpg,FP,,1,0
2334,2364,736,770,0.486326218,Z112_Img05131.jpg,FP,,1,0
434,461,4494,4543,0.482218742,Z112_Img05131.jpg,FP,,1,0
6047,6071,2805,2855,0.479460716,Z112_Img05131.jpg,FP,,1,0
2997,3123,3874,4000,0.429258347,Z112_Img05131.jpg,FP,,1,0
214,233,1951,1974,0.358911723,Z112_Img05131.jpg,FP,,1,0
6912,6936,4857,4880,0.27057296,Z112_Img05131.jpg,FP,,1,0
2913,2940,124,160,0.268628597,Z112_Img05131.jpg,FP,,1,0
1379,1396,158,192,0.396193534,Z112_Img05136.jpg,FP,,1,0
4403,4530,1748,1874,0.423930675,Z112_Img05136.jpg,FP,,1,0
1216,1240,35,60,0.389888197,Z112_Img05136.jpg,FP,,1,0
2078,2109,2754,2784,0.219722211,Z112_Img05136.jpg,FP,,1,0
1880,1919,1123,1160,0.488249451,Z112_Img05136.jpg,FP,,1,0
4431,4507,1774,1847,0.461843193,Z112_Img05136.jpg,FP,,1,0
1024,1050,226,256,0.47861889,Z112_Img05136.jpg,FP,,1,0
623,694,4665,4756,0.206021041,Z112_Img05136.jpg,FP,,1,0
4852,4923,1163,1255,0.202682167,Z112_Img05146.jpg,FP,,1,0
4542,4585,1306,1353,0.206877559,Z112_Img05146.jpg,FP,,1,0
1663,1687,1572,1594,0.231064275,Z112_Img05146.jpg,FP,,1,0
1954,1975,1227,1251,0.31186974,Z112_Img05146.jpg,FP,,1,0
4534,4622,1287,1370,0.292619941,Z112_Img05146.jpg,FP,,1,0
2431,2458,3681,3720,0.412393719,Z112_Img05146.jpg,FP,,1,0
2816,2842,4532,4561,0.433749437,Z112_Img05146.jpg,FP,,1,0
2066,2093,375,418,0.482600808,Z112_Img05146.jpg,FP,,1,0
6072,6145,1274,1317,0.200624615,Z112_Img05221.jpg,FP,,1,0
1424,1550,1620,1745,0.226548225,Z112_Img05221.jpg,FP,,1,0
1823,1851,165,187,0.249810219,Z112_Img05221.jpg,FP,,1,0
1611,1652,322,353,0.319745988,Z112_Img05221.jpg,FP,,1,0
0,33,1092,1122,0.340070456,Z112_Img05221.jpg,FP,,1,0
1246,1278,22,70,0.227673993,Z112_Img05221.jpg,FP,,1,0
2804,2827,647,667,0.362077475,Z112_Img05221.jpg,FP,,1,0
1243,1283,438,487,0.385556668,Z112_Img05221.jpg,FP,,1,0
2303,2329,558,589,0.320540607,Z112_Img05221.jpg,FP,,1,0
705,727,4854,4881,0.481904775,Z112_Img05221.jpg,FP,,1,0
6259,6284,126,151,0.481440395,Z112_Img05221.jpg,FP,,1,0
2428,2458,287,313,0.480286121,Z112_Img05221.jpg,FP,,1,0
736,763,3734,3775,0.426606953,Z112_Img05221.jpg,FP,,1,0
1452,1523,1650,1714,0.298756957,Z112_Img05221.jpg,FP,,1,0
4832,4860,555,584,0.256412745,Z112_Img05481.jpg,FP,,1,0
3233,3257,1347,1373,0.308503687,Z112_Img05481.jpg,FP,,1,0
1975,2013,995,1030,0.485019922,Z112_Img05536.jpg,FP,,1,0
2779,2814,226,256,0.472669005,Z112_Img05536.jpg,TP,xmin: 2767; xmax:2810; ymin: 231; ymax: 261,1,6
2335,2365,1756,1780,0.203148186,Z112_Img05537.jpg,TP,xmin: 2336; xmax:2379; ymin: 1742; ymax: 1772,1,6
1565,1596,2493,2519,0.477910697,Z112_Img05537.jpg,FP,,1,0
731,767,2342,2374,0.424378067,Z112_Img05537.jpg,FP,,1,0
3070,3101,800,836,0.271573126,Z112_Img05537.jpg,FP,,1,0
98,118,2441,2463,0.211794749,Z112_Img05537.jpg,FP,,1,0
1890,1910,130,158,0.480499923,Z112_Img05537.jpg,FP,,1,0
2523,2553,3040,3063,0.481589764,Z112_Img05538.jpg,TP,xmin: 2511; xmax:2552; ymin: 3029; ymax: 3058,1,6
2050,2070,1440,1473,0.47698915,Z112_Img05538.jpg,FP,,1,0
97,121,321,349,0.320909292,Z112_Img05538.jpg,FP,,1,0
1756,1788,3762,3796,0.347626805,Z112_Img05538.jpg,FP,,1,0
1410,1436,1408,1441,0.327043474,Z112_Img05539.jpg,FP,,1,0
5504,5529,4729,4752,0.295470744,Z112_Img05539.jpg,FP,,1,0
609,638,1095,1143,0.220835224,Z112_Img05539.jpg,FP,,1,0
2276,2298,2622,2658,0.348606527,Z112_Img05539.jpg,FP,,1,0
2845,2875,4180,4209,0.45495674,Z112_Img05539.jpg,TP,xmin: 2830; xmax:2873; ymin: 4185; ymax: 4216,1,6
7040,7069,713,732,0.279239804,Z112_Img05553.jpg,FP,,1,0
6587,6620,221,261,0.320757836,Z112_Img05553.jpg,FP,,1,0
7248,7360,4744,4869,0.272623599,Z112_Img05553.jpg,FP,,1,0
7275,7348,4773,4840,0.325591207,Z112_Img05553.jpg,FP,,1,0
6880,6901,418,446,0.40299952,Z112_Img05553.jpg,FP,,1,0
7028,7051,3302,3323,0.408732682,Z112_Img05553.jpg,FP,,1,0
7232,7258,1405,1444,0.255894214,Z113_Img05978.jpg,FP,,1,0
1841,1966,1523,1649,0.25974676,Z113_Img05978.jpg,FP,,1,0
1872,1945,1540,1632,0.280434698,Z113_Img05978.jpg,FP,,1,0
6880,6902,2693,2734,0.404452592,Z113_Img05978.jpg,FP,,1,0
2171,2200,4308,4324,0.326158404,Z113_Img05978.jpg,FP,,1,0
2281,2366,911,988,0.39813138,Z113_Img05978.jpg,FP,,1,0
1286,1369,2000,2090,0.417522142,Z113_Img05978.jpg,FP,,1,0
4063,4090,3294,3335,0.459491432,Z113_Img05978.jpg,FP,,1,0
4380,4413,2177,2216,0.47557649,Z113_Img05978.jpg,FP,,1,0
4091,4130,3357,3389,0.476961017,Z113_Img05978.jpg,FP,,1,0
3940,4025,3245,3324,0.477542202,Z113_Img05978.jpg,FP,,1,0
3632,3663,3367,3385,0.291600972,Z113_Img05978.jpg,FP,,1,0
4182,4227,3396,3430,0.494190663,Z113_Img05978.jpg,FP,,1,0
4029,4060,4533,4564,0.305455655,Z113_Img05978.jpg,FP,,1,0
2816,2841,4182,4204,0.212419689,Z113_Img05978.jpg,FP,,1,0
149,196,4336,4370,0.462287337,Z113_Img06408.jpg,FP,,1,0
6015,6037,2703,2739,0.23390004,Z113_Img06503.jpg,FP,,1,0
5846,5865,2658,2687,0.370637596,Z113_Img06503.jpg,FP,,1,0
1531,1571,3264,3305,0.374144912,Z113_Img06503.jpg,FP,,1,0
6396,6426,3896,3928,0.28878817,Z113_Img06503.jpg,FP,,1,0
6675,6700,834,866,0.260148168,Z113_Img06503.jpg,FP,,1,0
5631,5652,1487,1515,0.232124805,Z113_Img06503.jpg,FP,,1,0
6869,6890,4142,4169,0.38592571,Z113_Img06503.jpg,FP,,1,0
5854,5879,2588,2626,0.396745533,Z113_Img06503.jpg,FP,,1,0
5309,5342,2367,2415,0.411423922,Z113_Img06503.jpg,FP,,1,0
4352,4375,2397,2440,0.463625699,Z113_Img06503.jpg,FP,,1,0
6148,6164,1954,1985,0.467662394,Z113_Img06503.jpg,FP,,1,0
442,478,543,577,0.47497642,Z113_Img06503.jpg,FP,,1,0
6748,6779,2873,2908,0.480551779,Z113_Img06503.jpg,FP,,1,0
6334,6362,3923,3968,0.480693042,Z113_Img06503.jpg,FP,,1,0
2501,2548,749,786,0.209432304,Z113_Img06503.jpg,FP,,1,0
6112,6136,2754,2792,0.323718607,Z113_Img06503.jpg,FP,,1,0
1408,1431,2691,2719,0.48144412,Z113_Img06508.jpg,FP,,1,0
2496,2526,3979,4024,0.484341502,Z113_Img06508.jpg,FP,,1,0
444,478,3762,3790,0.487676471,Z113_Img06508.jpg,FP,,1,0
6694,6777,3337,3427,0.51457414,Z113_Img06508.jpg,FP,,1,0
6622,6649,3984,4019,0.38756302,Z113_Img06508.jpg,FP,,1,0
2394,2421,1699,1726,0.365843982,Z113_Img06508.jpg,FP,,1,0
1629,1661,4530,4566,0.486838549,Z113_Img06513.jpg,FP,,1,0
7234,7255,2657,2694,0.467416495,Z113_Img06513.jpg,FP,,1,0
2657,2677,2749,2774,0.418984056,Z113_Img06513.jpg,FP,,1,0
7326,7355,3921,3949,0.48634398,Z113_Img06513.jpg,FP,,1,0
7008,7033,3860,3883,0.427047521,Z113_Img06513.jpg,FP,,1,0
7293,7325,3952,3983,0.493452877,Z113_Img06513.jpg,FP,,1,0
6772,6795,323,352,0.344362527,Z113_Img06513.jpg,FP,,1,0
7295,7325,4378,4398,0.28536123,Z113_Img06513.jpg,FP,,1,0
4725,4746,2594,2622,0.248357698,Z113_Img06513.jpg,FP,,1,0
2912,2939,74,111,0.236046925,Z113_Img06513.jpg,FP,,1,0
1854,1884,129,155,0.373499423,Z113_Img06513.jpg,FP,,1,0
95,121,3860,3881,0.326907933,Z113_Img06513.jpg,FP,,1,0
3866,3908,1410,1439,0.431809425,Z113_Img06518.jpg,FP,,1,0
317,350,2311,2338,0.288554937,Z113_Img06518.jpg,FP,,1,0
1466,1500,1546,1591,0.481569856,Z113_Img06518.jpg,FP,,1,0
6110,6139,2310,2342,0.426240623,Z113_Img06518.jpg,FP,,1,0
6719,6740,3422,3454,0.456140012,Z113_Img06518.jpg,FP,,1,0
6268,6301,305,355,0.49002564,Z113_Img06702.jpg,FP,,1,0
6329,6367,79,131,0.490139544,Z113_Img06702.jpg,TP,xmin: 6313; xmax:6362; ymin: 67; ymax: 134,1,4
5192,5239,3639,3684,0.481556326,Z113_Img06702.jpg,FP,,1,0
6274,6299,90,134,0.480128139,Z113_Img06702.jpg,FP,,1,0
4811,4883,980,1046,0.315890849,Z113_Img06702.jpg,FP,,1,0
7292,7319,1033,1059,0.389499009,Z113_Img06702.jpg,FP,,1,0
2846,2876,512,544,0.375248373,Z113_Img06702.jpg,FP,,1,0
3451,3479,1795,1825,0.260925293,Z113_Img06702.jpg,FP,,1,0
1302,1348,404,453,0.298508078,Z113_Img06702.jpg,FP,,1,0
3673,3713,479,513,0.298250318,Z113_Img06702.jpg,FP,,1,0
6492,6527,957,1003,0.485764384,Z113_Img06702.jpg,FP,,1,0
2609,2682,2886,2979,0.252555221,Z113_Img06702.jpg,FP,,1,0
4785,4910,951,1076,0.248489559,Z113_Img06702.jpg,FP,,1,0
5540,5559,4049,4082,0.234933689,Z113_Img06702.jpg,FP,,1,0
2207,2234,3389,3420,0.223769248,Z113_Img06702.jpg,FP,,1,0
2235,2271,2019,2045,0.218538612,Z113_Img06702.jpg,FP,,1,0
2577,2702,2870,2996,0.236551553,Z113_Img06702.jpg,FP,,1,0
6300,6330,470,513,0.250259131,Z113_Img06702.jpg,FP,,1,0
2320,2446,4261,4386,0.260211349,Z113_Img06703.jpg,FP,,1,0
7037,7070,739,771,0.371720225,Z113_Img06703.jpg,FP,,1,0
2348,2418,4290,4357,0.338908434,Z113_Img06703.jpg,FP,,1,0
7279,7309,2440,2470,0.433157414,Z113_Img06703.jpg,FP,,1,0
6288,6318,1501,1537,0.438209623,Z113_Img06703.jpg,FP,,1,0
